名称,面积,朝向,户型,位置,楼层,是否有电梯,建成时间, 门锁,绿化
自如友家·安顺家园·3居室-02卧,12.38㎡,朝南,3室1厅,"
小区距4号线楚河汉街站步行约530米
 ",15/18,有,2008年建成,智能门锁,31%
自如友家·中国铁建国际城·5居室-06卧,14.2㎡,朝南,5室1厅,"
小区距4号线玉龙路站步行约754米
 ",30/32,有,2014年建成,智能门锁,35%
自如友家·保利华都·3居室-03卧,13.5㎡,朝南,3室1厅,"
小区距2号线杨家湾站步行约466米
 ",7/18,有,2012年建成,智能门锁,30%
自如友家·庭瑞时代·4居室-02卧,14.1㎡,朝南,4室1厅,"
小区距2号线范湖站步行约895米
 ",25/31,有,2018年建成,智能门锁,16%
自如友家·新世界常青花园雁溪山·4居室-05卧,14.2㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约1012米
 ",22/32,有,2014年建成,智能门锁,35%
自如友家·融创融公馆·4居室-05卧,14.7㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约643米
 ",6/18,有,2018年建成,智能门锁,35%
自如友家·世纪彩城·4居室-02卧,12.6㎡,朝南,4室1厅,"
小区距4号线东亭站步行约165米
 ",7/15,有,2010年建成,智能门锁,36%
自如友家·福星惠誉福星华府峯境·4居室-01卧,约12.56㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约260米
 ",12/44,有,2021年建成,智能门锁,30%
自如友家·新地盛世东方·4居室-01卧,13.5㎡,朝南,4室1厅,"
小区距3号线兴业路站步行约392米
 ",9/24,有,2013年建成,智能门锁,35%
自如友家·领秀城·4居室-05卧,17.86㎡,朝南,4室1厅,"
小区距2号线杨家湾站步行约945米
 ",14/32,有,2008年建成,智能门锁,42%
自如友家·常青花园恒大御景·4居室-05卧,14.8㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约1071米
 ",29/32,有,2021年建成,智能门锁,30%
自如友家·统建天成美景·3居室-03卧,13.8㎡,朝南,3室1厅,"
小区距2号线武汉东站站步行约275米
 ",9/33,有,2017年建成,智能门锁,35%
自如友家·融创融公馆二期·4居室-05卧,12.5㎡,朝南,4室1厅,"
小区距6号线杨汊湖站步行约940米
 ",20/34,有,2020年建成,智能门锁,30%
自如友家·中心嘉园·5居室-01卧,12.7㎡,朝南,5室1厅,"
小区距1号线利济北路站步行约86米
 ",9/30,有,2009年建成,智能门锁,35%
自如友家·银海雅苑·3居室-03卧,13.9㎡,朝东南,3室1厅,"
小区距2号线广埠屯站步行约439米
 ",3/33,有,2015年建成,智能门锁,35%
自如友家·楚天雅苑·3居室-03卧,13.1㎡,朝南,3室1厅,"
小区距5号线张家湾站步行约289米
 ",32/32,有,2021年建成,智能门锁,30%
自如友家·时代新世界·4居室-01卧,14.2㎡,朝南,4室1厅,"
小区距3号线双墩站步行约637米
 ",26/45,有,2018年建成,智能门锁,33%
自如友家·滨湖名都城·4居室-05卧,15.9㎡,朝南,4室1厅,"
小区距2号线宝通寺站步行约837米
 ",7/11,有,2005年建成,智能门锁,35%
自如友家·航天双城·4居室-05卧,14.4㎡,朝南,4室1厅,"
小区距1号线二七路站步行约519米
 ",18/31,有,2009年建成,智能门锁,49%
自如友家·东湖花园二期·5居室-01卧,14.95㎡,朝南,5室1厅,"
小区距4号线铁机路站步行约700米
 ",2/14,有,2003年建成,智能门锁,35%
自如友家·锦绣中北·4居室-01卧,13.5㎡,朝南,4室1厅,"
小区距4号线东亭站步行约810米
 ",10/33,有,2015年建成,智能门锁,25%
自如友家·新城丽景B区·5居室-06卧,16.4㎡,朝南,5室1厅,"
小区距6号线建港站步行约1605米
 ",30/41,有,2017年建成,智能门锁,20%
自如友家·统建天成美景·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距2号线武汉东站站步行约506米
 ",26/33,有,2017年建成,智能门锁,35%
自如友家·磨山港湾·4居室-05卧,15.5㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约794米
 ",44/45,有,2017年建成,智能门锁,25%
自如友家·保利公园九里五期·4居室-01卧,12.2㎡,朝南,4室1厅,"
小区距7号线建安街站步行约507米
 ",5/34,有,2018年建成,智能门锁,35%
自如友家·安顺家园·4居室-05卧,15㎡,朝南,4室1厅,"
小区距4号线楚河汉街站步行约627米
 ",5/18,有,2008年建成,智能门锁,31%
自如友家·日月华庭·4居室-01卧,16.69㎡,朝南,4室1厅,"
小区距2号线范湖站步行约1122米
 ",17/31,有,2007年建成,智能门锁,35%
自如友家·复地东湖国际七期·5居室-03卧,14.45㎡,朝东,5室1厅,"
小区距8号线中南医院站步行约535米
 ",3/32,有,2017年建成,智能门锁,35%
自如友家·新地盛世东方·4居室-02卧,11.8㎡,朝南,4室1厅,"
小区距3号线兴业路站步行约405米
 ",3/18,有,2013年建成,智能门锁,35%
自如友家·百步亭长青壹号·5居室-01卧,13.92㎡,朝南,5室1厅,"
小区距2号线常青花园站步行约520米
 ",9/33,有,2019年建成,智能门锁,30%
自如友家·世纪江尚·3居室-01卧,15.58㎡,朝东,3室1厅,"
小区距2号线江汉路站步行约544米
 ",28/57,有,2016年建成,智能门锁,25%
自如友家·美好名流汇·3居室-03卧,12.1㎡,朝南,3室1厅,"
小区距1号线古田二路站步行约638米
 ",8/33,有,2017年建成,智能门锁,25%
自如友家·紫菘花园·4居室-05卧,20.4㎡,朝北,4室1厅,"
小区距2号线光谷广场站步行约1107米
 ",5/6,无,1999年建成,智能门锁,33%
自如友家·泛悦城·4居室-05卧,13.07㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约726米
 ",25/57,有,2021年建成,智能门锁,30%
自如友家·百步亭金桥汇II期·5居室-06卧,19.58㎡,朝南,5室1厅,"
小区距8号线塔子湖站步行约1125米
 ",20/46,有,2016年建成,智能门锁,35%
自如友家·南国中心·4居室-03卧,11.9㎡,朝南,4室1厅,"
小区距2号线循礼门站步行约503米
 ",10/31,有,2016年建成,智能门锁,24%
自如友家·金沙泊岸·4居室-01卧,16.5㎡,朝南,4室1厅,"
小区距4号线东亭站步行约938米
 ",30/53,有,2018年建成,智能门锁,39%
自如友家·琨瑜府三期·4居室-05卧,约14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约582米
 ",16/58,有,2022年建成,智能门锁,30%
自如友家·东湖景园A区·4居室-02卧,11.8㎡,朝南,4室1厅,"
小区距4号线铁机路站步行约650米
 ",12/17,有,2011年建成,智能门锁,35%
自如友家·大江天际·5居室-06卧,14.05㎡,朝北,5室1厅,"
小区距3号线赵家条站步行约414米
 ",21/30,有,2010年建成,智能门锁,35%
自如友家·复地翠微新城·4居室-01卧,17.7㎡,朝南,4室1厅,"
小区距4号线钟家村站步行约929米
 ",1/9,有,2003年建成,智能门锁,38%
自如友家·美联奥林匹克花园六期·5居室-06卧,10.9㎡,朝南,5室1厅,"
小区距2号线金银潭站步行约967米
 ",20/34,有,2020年建成,智能门锁,30%
自如友家·盛景天地盛景国际·3居室-03卧,12.5㎡,朝南,3室1厅,"
小区距8号线竹叶山站步行约831米
 ",3/40,有,2018年建成,智能门锁,30%
自如友家·大华南湖公园世家二期·4居室-01卧,16.5㎡,朝南,4室1厅,"
小区距8号线文昌路站步行约597米
 ",2/5,无,2008年建成,智能门锁,35%
自如友家·卧龙剑桥春天·7居室-08卧,15.8㎡,朝南,7室1厅,"
小区距2号线光谷大道站步行约298米
 ",17/17,有,2004年建成,智能门锁,35%
自如友家·福星惠誉汉阳华府·3居室-03卧,11.4㎡,朝南,3室1厅,"
小区距4号线拦江路站步行约309米
 ",28/38,有,2017年建成,智能门锁,36%
自如友家·常青花园三区·3居室-03卧,15.4㎡,朝南,3室1厅,"
小区距6号线轻工大学站步行约674米
 ",3/6,无,2001年建成,智能门锁,36%
自如友家·汉口城市广场·5居室-06卧,12㎡,朝南,5室1厅,"
小区距3号线后湖大道站步行约458米
 ",4/33,有,2018年建成,智能门锁,35%
自如友家·武汉天街·3居室-03卧,13㎡,朝南,3室1厅,"
小区距2号线汉口火车站站步行约567米
 ",25/25,有,2016年建成,智能门锁,26%
自如友家·美联奥林匹克花园五期·4居室-01卧,16.27㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约1557米
 ",21/33,有,2020年建成,智能门锁,35%
自如友家·琨瑜府三期·4居室-01卧,13㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",9/57,有,2022年建成,智能门锁,30%
自如友家·银泰御华园三期·4居室-01卧,13㎡,朝南,4室1厅,"
小区距3号线兴业路站步行约637米
 ",15/32,有,2017年建成,智能门锁,25%
自如友家·红光鹏程苑·4居室-01卧,13.52㎡,朝南,4室1厅,"
小区距4号线七里庙站步行约280米
 ",16/33,有,2015年建成,智能门锁,20%
自如友家·滨湖名都城·4居室-03卧,16.2㎡,朝南,4室1厅,"
小区距4号线梅苑小区站步行约1359米
 ",4/7,无,2005年建成,智能门锁,35%
自如友家·石桥花园淌湖苑·5居室-06卧,16.4㎡,朝北,5室1厅,"
小区距8号线竹叶山站步行约1062米
 ",29/30,有,2014年建成,智能门锁,30%
自如友家·绿地光谷中心城·5居室-01卧,14.2㎡,朝南,5室1厅,"
小区距11号线光谷五路站步行约964米
 ",9/24,有,2021年建成,智能门锁,35%
自如友家·华腾园·4居室-01卧,16.5㎡,朝西南,4室1厅,"
小区距4号线铁机路站步行约838米
 ",17/33,有,2012年建成,智能门锁,26%
自如友家·东方花城·3居室-03卧,16.6㎡,朝南,3室1厅,"
小区距1号线古田三路站步行约977米
 ",4/6,无,2004年建成,智能门锁,49%
自如友家·紫澄花园·4居室-02卧,13.8㎡,朝北,4室1厅,"
小区距3号线后湖大道站步行约531米
 ",25/32,有,2014年建成,智能门锁,30%
自如友家·汉江湾壹号·4居室-01卧,12.1㎡,朝南,4室1厅,"
小区距1号线古田一路站步行约207米
 ",15/42,有,2017年建成,智能门锁,25%
自如友家·铁机盛世家园·4居室-01卧,16.11㎡,朝南,4室1厅,"
小区距4号线园林路站步行约564米
 ",13/30,有,2001年建成,智能门锁,50%
自如友家·统建同安家园·3居室-01卧,12㎡,朝南,3室1厅,"
小区距3号线后湖大道站步行约408米
 ",2/18,有,2009年建成,智能门锁,47%
自如友家·常青花园四小区·4居室-01卧,14.52㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约846米
 ",4/6,无,2000年建成,智能门锁,40%
自如友家·常青花园五小区·4居室-02卧,12.5㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约284米
 ",13/28,有,2006年建成,智能门锁,40%
自如友家·水岸星城·4居室-01卧,19.8㎡,朝南,4室1厅,"
小区距8号线汪家墩站步行约1113米
 ",6/31,有,2010年建成,智能门锁,50%
自如友家·中央花园锦鹃谷·5居室-01卧,18.93㎡,朝南,5室1厅,"
小区距7号线瑞安街站步行约987米
 ",2/6,无,2003年建成,智能门锁,32%
自如友家·三金华都·4居室-05卧,13.5㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约912米
 ",5/32,有,2011年建成,智能门锁,36%
自如友家·星天地·4居室-05卧,14.4㎡,朝南,4室1厅,"
小区距2号线藏龙东街站步行约535米
 ",8/11,有,2009年建成,智能门锁,36%
自如友家·南益巴黎豪庭·4居室-03卧,11㎡,朝南,4室1厅,"
小区距2号线光谷大道站步行约595米
 ",3/11,有,2007年建成,智能门锁,38%
自如友家·招商江湾国际·5居室-06卧,16.5㎡,朝西,5室1厅,"
小区距1号线古田二路站步行约693米
 ",26/33,有,2017年建成,智能门锁,45%
自如友家·世茂锦绣长江五期·4居室-05卧,12㎡,朝南,4室1厅,"
小区距6号线马鹦路站步行约338米
 ",56/57,有,2016年建成,智能门锁,40%
自如友家·江山如画五期·4居室-01卧,13.4㎡,朝南,4室1厅,"
小区距6号线武胜路站步行约363米
 ",24/31,有,2016年建成,智能门锁,38%
自如友家·光谷未来城·4居室-01卧,14.8㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约1193米
 ",43/47,有,2022年建成,智能门锁,30%
自如友家·英特小区·4居室-03卧,15.46㎡,朝南,4室1厅,"
小区距8号线岳家嘴站步行约720米
 ",4/6,无,2001年建成,智能门锁,32%
自如友家·汉口新界广场·4居室-01卧,13.8㎡,朝南,4室1厅,"
小区距2号线青年路站步行约744米
 ",25/34,有,2018年建成,智能门锁,22%
自如友家·银泰御华园三期·4居室-01卧,12.8㎡,朝南,4室1厅,"
小区距3号线兴业路站步行约428米
 ",11/32,有,2017年建成,智能门锁,25%
自如友家·金融街壹号·5居室-06卧,12.31㎡,朝南,5室1厅,"
小区距3号线赵家条站步行约256米
 ",7/45,有,2017年建成,智能门锁,35%
自如友家·光谷星座·5居室-01卧,11.5㎡,朝南,5室1厅,"
小区距2号线光谷大道站步行约586米
 ",30/45,有,2020年建成,智能门锁,暂无数据
自如友家·国创光谷上城·4居室-01卧,12.1㎡,朝南,4室1厅,"
小区距11号线湖口站步行约185米
 ",4/33,有,2016年建成,智能门锁,35%
自如友家·中建御景星城·3居室-01卧,11.2㎡,朝南,3室1厅,"
小区距1号线太平洋站步行约395米
 ",2/33,有,2017年建成,智能门锁,35%
自如友家·中建御景星城·4居室-05卧,13.5㎡,朝南,4室1厅,"
小区距3号线宗关站步行约948米
 ",4/33,有,2017年建成,智能门锁,35%
自如友家·汉阳人信汇四期天誉·5居室-02卧,13.4㎡,朝南,5室1厅,"
小区距3号线龙阳村站步行约321米
 ",41/46,有,2018年建成,智能门锁,35%
自如友家·光谷未来城·5居室-01卧,13.5㎡,朝南,5室1厅,"
小区距2号线武汉东站站步行约1123米
 ",16/32,有,2022年建成,智能门锁,30%
自如友家·江山如画一期·3居室-02卧,16㎡,朝南,3室1厅,"
小区距6号线武胜路站步行约716米
 ",4/26,有,2005年建成,智能门锁,20%
自如友家·顶琇晶城·4居室-01卧,12.6㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约82米
 ",17/30,有,2009年建成,智能门锁,33%
自如友家·华大家园·5居室-02卧,25.8㎡,朝南,5室1厅,"
小区距8号线省农科院站步行约1019米
 ",7/11,有,2009年建成,智能门锁,30%
自如友家·兴华尚都国际·3居室-02卧,14.9㎡,朝南,3室1厅,"
小区距3号线双墩站步行约891米
 ",4/28,有,2018年建成,智能门锁,30%
自如友家·万科汉口传奇唐樾·4居室-01卧,16.4㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约974米
 ",30/42,有,2020年建成,智能门锁,35%
自如友家·珞珈雅苑·4居室-05卧,16.2㎡,朝南,4室1厅,"
小区距8号线文昌路站步行约844米
 ",16/32,有,2015年建成,智能门锁,39%
自如友家·世纪江尚·5居室-02卧,14.2㎡,朝东,5室1厅,"
小区距2号线江汉路站步行约662米
 ",11/57,有,2016年建成,智能门锁,25%
自如友家·江山如画一期·4居室-02卧,15.8㎡,朝西,4室1厅,"
小区距6号线武胜路站步行约709米
 ",21/28,有,2005年建成,智能门锁,20%
自如友家·红光鹏程苑·4居室-05卧,14.7㎡,朝北,4室1厅,"
小区距4号线七里庙站步行约216米
 ",7/33,有,2015年建成,智能门锁,20%
自如友家·福星惠誉东湖城二期·5居室-06卧,14.06㎡,朝南,5室1厅,"
小区距4号线园林路站步行约1004米
 ",31/32,有,2018年建成,智能门锁,35%
自如友家·常青花园四小区·4居室-02卧,15.81㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约867米
 ",1/6,无,2000年建成,智能门锁,40%
自如友家·铁机盛世家园·3居室-03卧,15.5㎡,朝南,3室1厅,"
小区距4号线罗家港站步行约548米
 ",30/30,有,2001年建成,智能门锁,50%
自如友家·鹏程蕙园·4居室-05卧,13.24㎡,朝南,4室1厅,"
小区距2号线街道口站步行约258米
 ",18/30,有,2006年建成,智能门锁,37%
自如友家·统建新干线·3居室-03卧,12.9㎡,朝南,3室1厅,"
小区距1号线堤角站步行约432米
 ",24/32,有,2015年建成,智能门锁,35%
自如友家·北大资源山水年华·5居室-01卧,17.5㎡,朝南,5室1厅,"
小区距11号线光谷七路站步行约1224米
 ",4/9,有,2016年建成,智能门锁,35%
自如友家·光谷中心花园·5居室-02卧,14.45㎡,朝南,5室2厅,"
小区距2号线光谷广场站步行约523米
 ",4/33,有,2007年建成,智能门锁,38%
自如友家·兴华尚都国际·3居室-02卧,12.77㎡,朝南,3室1厅,"
小区距3号线双墩站步行约909米
 ",14/30,有,2018年建成,智能门锁,30%
自如友家·中力名居·5居室-02卧,15㎡,朝南,5室1厅,"
小区距8号线徐东站步行约370米
 ",8/11,有,2006年建成,智能门锁,38%
自如友家·常青花园十四小区·3居室-03卧,15.87㎡,朝南,3室1厅,"
小区距2号线常青花园站步行约466米
 ",4/7,无,2002年建成,智能门锁,36%
自如友家·中心嘉园·5居室-06卧,16.7㎡,朝北,5室1厅,"
小区距1号线利济北路站步行约261米
 ",15/18,有,2009年建成,智能门锁,35%
自如友家·华锦花园二期·3居室-01卧,13.5㎡,朝南,3室1厅,"
小区距7号线建安街站步行约213米
 ",6/7,无,2001年建成,智能门锁,28%
自如友家·汉江湾壹号·3居室-03卧,13.2㎡,朝南,3室1厅,"
小区距1号线古田一路站步行约354米
 ",19/31,有,2017年建成,智能门锁,25%
自如友家·和谐家园(汉阳大道)·3居室-03卧,13㎡,朝南,3室1厅,"
小区距4号线七里庙站步行约241米
 ",14/33,有,2013年建成,智能门锁,30%
自如友家·世茂锦绣长江四期·3居室-03卧,14㎡,朝南,3室1厅,"
小区距6号线马鹦路站步行约659米
 ",26/57,有,2015年建成,智能门锁,40%
